sequence,v115@RhA8GeF8AeE8JeT/IvhFmgBRiBSoBXlBUnBFrB,v115@RhA8GeF8AeE8Jem/IvhFzgBfnBxiB0kBCoBFrB,v115@RhA8GeF8AeE8JemAJvhFfnB6nBTjBxkB0kBFrB,v115@RhA8GeF8AeE8Je/EJvhFRgBGiBTjBilBUnBFrB,v115@RhA8GeF8AeE8Je/EJvhFalBzgBGjBRnBUnBFrB,v115@RhA8GeF8AeE8Jex/IvhFylBzhBGjB0kB3nBFrB,v115@RhA8GeF8AeE8JeT/IvhFylBGjBRnBXlBUnBFrB,v115@RhA8GeF8AeE8Jei/IvhFRhBGjBzkBfrB0rBlsB,v115@RhA8GeF8AeE8JemAJvhFzhBSoBxkB0kB3nBFrB,v115@RhA8GeF8AeE8Je/EJvhFUgBFhBxiBzmBCoBmqB,v115@RhA8GeF8AeE8Je6HJvhFTjBxkBmmBlkB3lBcrB
TSZIJLO,O,O,O,O,O,O,X,O,X,X,X
TSZIJOL,O,O,O,O,O,O,X,O,X,X,X
TSZIOLJ,O,O,O,O,O,O,X,O,X,O,X
TSZIOJL,O,O,O,O,O,O,X,O,X,O,X
TSZLIJO,O,O,O,O,O,O,X,O,X,O,X
TSZLIOJ,O,O,O,O,O,O,X,O,X,O,X
TSZLJIO,O,O,O,O,O,O,X,O,X,O,X
TSZLJOI,O,O,O,O,O,O,X,O,X,O,X
TSZLOIJ,O,O,O,O,O,O,X,O,X,O,X
TSZLOJI,O,O,O,O,O,O,X,O,X,O,X
TSZJILO,O,O,O,O,O,O,X,O,X,O,X
TSZJIOL,O,O,O,O,O,O,X,O,X,O,X
TSZJLIO,O,O,O,O,O,O,X,O,X,O,X
TSZJLOI,O,O,O,O,O,O,X,O,X,O,X
TSZJOIL,O,O,O,O,O,O,X,O,X,O,X
TSZJOLI,O,O,O,O,O,O,X,O,X,O,X
TSZOILJ,O,O,O,O,O,O,X,O,X,O,X
TSZOIJL,O,O,O,O,O,O,X,O,X,O,X
TSZOLIJ,O,O,O,O,O,O,X,O,X,O,X
TSZOLJI,O,O,O,O,O,O,X,O,X,O,X
TSZOJIL,O,O,O,O,O,O,X,O,X,O,X
TSZOJLI,O,O,O,O,O,O,X,O,X,O,X
TSOILJZ,O,O,O,O,O,O,O,O,O,O,X
TSOILZJ,O,O,O,O,O,O,X,O,X,O,X
TSOIJLZ,O,X,O,O,O,O,O,O,O,O,X
TSOIJZL,O,O,O,O,O,O,X,O,X,O,X
TSOIZLJ,O,O,O,O,O,O,X,O,X,O,X
TSOIZJL,O,O,O,O,O,O,X,O,X,O,X
TSOLIJZ,O,O,O,O,O,O,O,O,O,O,X
TSOLIZJ,O,O,O,O,O,O,X,O,X,O,X
TSOLJIZ,O,O,O,O,O,O,O,O,O,O,X
TSOLJZI,O,O,O,O,O,O,X,O,X,O,X
TSOLZIJ,O,O,O,O,O,O,X,O,X,O,X
TSOLZJI,O,O,O,O,O,O,X,O,X,O,X
TSOJILZ,O,X,O,O,O,O,O,O,O,O,X
TSOJIZL,O,O,O,O,O,O,X,O,X,O,X
TSOJLIZ,O,O,O,O,O,O,O,O,O,O,X
TSOJLZI,O,O,O,O,O,O,X,O,X,O,X
TSOJZIL,O,O,O,O,O,O,X,O,X,O,X
TSOJZLI,O,O,O,O,O,O,X,O,X,O,X
TSOZILJ,O,O,O,O,O,O,X,O,X,O,X
TSOZIJL,O,O,O,O,O,O,X,O,X,O,X
TSOZLIJ,O,O,O,O,O,O,X,O,X,O,X
TSOZLJI,O,O,O,O,O,O,X,O,X,O,X
TSOZJIL,O,O,O,O,O,O,X,O,X,O,X
TSOZJLI,O,O,O,O,O,O,X,O,X,O,X
TZILJSO,O,O,X,O,X,O,X,O,X,X,X
TZILJOS,O,O,X,O,X,O,O,O,O,X,X
TZILSJO,O,O,X,O,X,O,X,X,X,X,X
TZILSOJ,O,O,X,O,X,O,X,X,X,X,X
TZILOJS,O,O,X,O,X,O,O,X,O,X,X
TZILOSJ,O,O,X,O,X,O,X,X,X,X,X
TZIJLSO,O,O,X,O,X,O,X,O,X,X,X
TZIJLOS,O,O,X,O,X,O,O,O,O,X,X
TZIJSLO,O,O,O,O,O,O,X,O,X,X,X
TZIJSOL,O,O,O,O,O,O,X,O,X,X,X
TZIJOLS,O,O,X,O,X,O,O,O,O,X,X
TZIJOSL,O,O,O,O,O,O,X,X,X,X,X
TZISLJO,O,O,O,O,O,O,X,O,X,X,X
TZISLOJ,O,O,O,O,O,O,X,X,X,X,X
TZISJLO,O,O,O,O,O,O,X,O,X,X,X
TZISJOL,O,O,O,O,O,O,X,O,X,X,X
TZISOLJ,O,O,O,O,O,O,X,O,X,X,X
TZISOJL,O,O,O,O,O,O,X,O,X,X,X
TZIOLJS,O,O,X,O,X,O,O,O,O,X,X
TZIOLSJ,O,O,X,O,X,O,X,X,X,X,X
TZIOJLS,O,O,X,O,X,O,O,O,O,X,X
TZIOJSL,O,O,O,O,O,O,X,X,X,X,X
TZIOSLJ,O,O,O,O,O,O,X,X,X,X,X
TZIOSJL,O,O,O,O,O,O,X,X,X,X,X
TZLIJSO,O,O,X,O,X,O,X,O,X,X,X
TZLIJOS,O,O,X,O,X,O,O,O,O,X,X
TZLISJO,O,O,X,O,X,O,X,X,X,X,X
TZLISOJ,O,O,X,O,X,O,X,X,X,X,X
TZLIOJS,O,O,X,O,X,O,O,X,O,X,X
TZLIOSJ,O,O,X,O,X,O,X,X,X,X,X
TZLJISO,O,O,X,O,X,O,X,O,X,X,X
TZLJIOS,O,O,X,O,X,O,O,O,O,X,X
TZLJSIO,O,O,X,O,X,O,X,O,X,X,X
TZLJSOI,O,O,X,O,X,O,X,O,X,X,X
TZLJOIS,O,O,X,O,X,O,O,O,O,X,X
TZLJOSI,O,O,X,O,X,O,X,O,X,X,X
TZLSIJO,O,O,X,O,X,O,X,O,X,X,X
TZLSIOJ,O,O,X,O,X,O,X,O,X,X,X
TZLSJIO,O,O,X,O,X,O,X,O,X,X,X
TZLSJOI,O,O,X,O,X,O,X,O,X,X,X
TZLSOIJ,O,O,X,O,X,O,X,O,X,X,X
TZLSOJI,O,O,X,O,X,O,X,O,X,X,X
TZLOIJS,O,O,X,O,X,O,O,O,O,X,X
TZLOISJ,O,O,X,O,X,O,X,X,X,X,X
TZLOJIS,O,O,X,O,X,O,O,O,O,X,X
TZLOJSI,O,O,X,O,X,O,X,O,X,X,X
TZLOSIJ,O,O,X,O,X,O,X,O,X,X,X
TZLOSJI,O,O,X,O,X,O,X,O,X,X,X
TZJILSO,O,O,X,O,X,O,X,O,X,X,X
TZJILOS,O,O,X,O,X,O,O,O,O,X,X
TZJISLO,O,O,O,O,O,O,X,O,X,X,X
TZJISOL,O,O,O,O,O,O,X,O,X,X,X
TZJIOLS,O,O,X,O,X,O,O,O,O,X,X
TZJIOSL,O,O,O,O,O,O,X,X,X,X,X
TZJLISO,O,O,X,O,X,O,X,O,X,X,X
TZJLIOS,O,O,X,O,X,O,O,O,O,X,X
TZJLSIO,O,O,X,O,X,O,X,O,X,X,X
TZJLSOI,O,O,X,O,X,O,X,O,X,X,X
TZJLOIS,O,O,X,O,X,O,O,O,O,X,X
TZJLOSI,O,O,X,O,X,O,X,O,X,X,X
TZJSILO,O,O,O,O,O,O,X,O,X,X,X
TZJSIOL,O,O,O,O,O,O,X,O,X,X,X
TZJSLIO,O,O,O,O,O,O,X,O,X,X,X
TZJSLOI,O,O,O,O,O,O,X,O,X,X,X
TZJSOIL,O,O,O,O,O,O,X,O,X,X,X
TZJSOLI,O,O,O,O,O,O,X,O,X,X,X
TZJOILS,O,O,X,O,X,O,O,O,O,X,X
TZJOISL,O,O,O,O,O,O,X,X,X,X,X
TZJOLIS,O,O,X,O,X,O,O,O,O,X,X
TZJOLSI,O,O,X,O,X,O,X,O,X,X,X
TZJOSIL,O,O,O,O,O,O,X,O,X,X,X
TZJOSLI,O,O,O,O,O,O,X,O,X,X,X
TZSILJO,O,O,O,O,O,O,X,O,X,X,X
TZSILOJ,O,O,O,O,O,O,X,O,X,X,X
TZSIJLO,O,O,O,O,O,O,X,O,X,X,X
TZSIJOL,O,O,O,O,O,O,X,O,X,X,X
TZSIOLJ,O,O,O,O,O,O,X,O,X,X,X
TZSIOJL,O,O,O,O,O,O,X,O,X,X,X
TZSLIJO,O,O,O,O,O,O,X,O,X,X,X
TZSLIOJ,O,O,O,O,O,O,X,O,X,X,X
TZSLJIO,O,O,O,O,O,O,X,O,X,X,X
TZSLJOI,O,O,O,O,O,O,X,O,X,X,X
TZSLOIJ,O,O,O,O,O,O,X,O,X,X,X
TZSLOJI,O,O,O,O,O,O,X,O,X,X,X
TZSJILO,O,O,O,O,O,O,X,O,X,X,X
TZSJIOL,O,O,O,O,O,O,X,O,X,X,X
TZSJLIO,O,O,O,O,O,O,X,O,X,X,X
TZSJLOI,O,O,O,O,O,O,X,O,X,X,X
TZSJOIL,O,O,O,O,O,O,X,O,X,X,X
TZSJOLI,O,O,O,O,O,O,X,O,X,X,X
TZSOILJ,O,O,O,O,O,O,X,O,X,X,X
TZSOIJL,O,O,O,O,O,O,X,O,X,X,X
TZSOLIJ,O,O,O,O,O,O,X,O,X,X,X
TZSOLJI,O,O,O,O,O,O,X,O,X,X,X
TZSOJIL,O,O,O,O,O,O,X,O,X,X,X
TZSOJLI,O,O,O,O,O,O,X,O,X,X,X
TZOILJS,O,O,X,O,X,O,O,O,O,X,X
TZOILSJ,O,O,X,O,X,O,X,X,X,X,X
TZOIJLS,O,O,X,O,X,O,O,O,O,X,X
TZOIJSL,O,O,O,O,O,O,X,X,X,X,X
TZOISLJ,O,O,O,O,O,O,X,X,X,X,X
TZOISJL,O,O,O,O,O,O,X,X,X,X,X
TZOLIJS,O,O,X,O,X,O,O,O,O,X,X
TZOLISJ,O,O,X,O,X,O,X,X,X,X,X
TZOLJIS,O,O,X,O,X,O,O,O,O,X,X
TZOLJSI,O,O,X,O,X,O,X,O,X,X,X
TZOLSIJ,O,O,X,O,X,O,X,O,X,X,X
TZOLSJI,O,O,X,O,X,O,X,O,X,X,X
TZOJILS,O,O,X,O,X,O,O,O,O,X,X
TZOJISL,O,O,O,O,O,O,X,X,X,X,X
TZOJLIS,O,O,X,O,X,O,O,O,O,X,X
TZOJLSI,O,O,X,O,X,O,X,O,X,X,X
TZOJSIL,O,O,O,O,O,O,X,O,X,X,X
TZOJSLI,O,O,O,O,O,O,X,O,X,X,X
TZOSILJ,O,O,O,O,O,O,X,O,X,X,X
TZOSIJL,O,O,O,O,O,O,X,O,X,X,X
TZOSLIJ,O,O,O,O,O,O,X,O,X,X,X
TZOSLJI,O,O,O,O,O,O,X,O,X,X,X
TZOSJIL,O,O,O,O,O,O,X,O,X,X,X
TZOSJLI,O,O,O,O,O,O,X,O,X,X,X
TOILJSZ,O,X,O,X,O,O,O,O,O,O,O
TOILJZS,O,X,X,X,X,O,O,O,O,O,O
TOILSJZ,O,O,O,O,O,O,O,O,O,O,X
TOILSZJ,X,O,O,O,O,X,X,O,X,O,X
TOILZJS,O,O,X,O,X,O,O,O,O,O,X
TOILZSJ,O,O,X,O,X,O,X,X,X,O,X
TOIJLSZ,O,X,O,X,O,O,O,O,O,O,O
TOIJLZS,O,X,X,X,X,O,O,O,O,O,O
TOIJSLZ,X,X,O,X,O,X,O,O,O,O,X
TOIJSZL,X,X,O,X,O,X,X,O,X,O,X
TOIJZLS,O,X,X,X,X,O,O,O,O,X,X
TOIJZSL,O,X,O,X,O,O,X,X,X,O,X
TOISLJZ,X,O,O,O,O,X,O,O,O,O,X
TOISLZJ,X,O,O,O,O,X,X,O,X,O,X
TOISJLZ,X,X,O,O,O,X,O,O,O,O,X
TOISJZL,X,O,O,O,O,X,X,O,X,O,X
TOISZLJ,X,O,O,O,O,X,X,O,X,O,X
TOISZJL,X,O,O,O,O,X,X,O,X,O,X
TOIZLJS,O,O,X,O,X,O,O,O,O,X,X
TOIZLSJ,O,O,X,O,X,O,X,X,X,X,X
TOIZJLS,O,O,X,O,X,O,O,O,O,X,X
TOIZJSL,O,O,O,O,O,O,X,X,X,O,X
TOIZSLJ,O,O,O,O,O,O,X,X,X,O,X
TOIZSJL,O,O,O,O,O,O,X,X,X,O,X
TOLIJSZ,O,X,O,X,O,O,O,O,O,O,O
TOLIJZS,O,X,X,X,X,O,O,O,O,O,O
TOLISJZ,O,O,O,O,O,O,O,O,O,O,X
TOLISZJ,O,O,O,O,O,O,X,O,X,O,X
TOLIZJS,O,O,X,O,X,O,O,O,O,O,X
TOLIZSJ,O,O,X,O,X,O,X,X,X,O,X
TOLJISZ,O,X,O,X,O,O,O,O,O,O,O
TOLJIZS,O,X,X,X,X,O,O,O,O,O,O
TOLJSIZ,O,O,O,O,O,O,O,O,O,O,X
TOLJSZI,O,O,O,O,O,O,X,O,X,O,X
TOLJZIS,O,O,X,O,X,O,O,O,O,O,X
TOLJZSI,O,O,X,O,X,O,X,O,X,O,X
TOLSIJZ,O,O,O,O,O,O,O,O,O,O,X
TOLSIZJ,O,O,O,O,O,O,X,O,X,O,X
TOLSJIZ,O,O,O,O,O,O,O,O,O,O,X
TOLSJZI,O,O,O,O,O,O,X,O,X,O,X
TOLSZIJ,O,O,O,O,O,O,X,O,X,O,X
TOLSZJI,O,O,O,O,O,O,X,O,X,O,X
TOLZIJS,O,O,X,O,X,O,O,O,O,O,X
TOLZISJ,O,O,X,O,X,O,X,X,X,O,X
TOLZJIS,O,O,X,O,X,O,O,O,O,O,X
TOLZJSI,O,O,X,O,X,O,X,O,X,O,X
TOLZSIJ,O,O,X,O,X,O,X,O,X,O,X
TOLZSJI,O,O,X,O,X,O,X,O,X,O,X
TOJILSZ,O,X,O,X,O,O,O,O,O,O,O
TOJILZS,O,X,X,X,X,O,O,O,O,O,O
TOJISLZ,X,X,O,X,O,X,O,O,O,O,X
TOJISZL,X,X,O,X,O,X,X,O,X,O,X
TOJIZLS,O,X,X,X,X,O,O,O,O,X,X
TOJIZSL,O,X,O,X,O,O,X,X,X,O,X
TOJLISZ,O,X,O,X,O,O,O,O,O,O,O
TOJLIZS,O,X,X,X,X,O,O,O,O,O,O
TOJLSIZ,O,O,O,O,O,O,O,O,O,O,X
TOJLSZI,O,O,O,O,O,O,X,O,X,O,X
TOJLZIS,O,O,X,O,X,O,O,O,O,O,X
TOJLZSI,O,O,X,O,X,O,X,O,X,O,X
TOJSILZ,O,X,O,O,O,O,O,O,O,O,X
TOJSIZL,O,O,O,O,O,O,X,O,X,O,X
TOJSLIZ,O,O,O,O,O,O,O,O,O,O,X
TOJSLZI,O,O,O,O,O,O,X,O,X,O,X
TOJSZIL,O,O,O,O,O,O,X,O,X,O,X
TOJSZLI,O,O,O,O,O,O,X,O,X,O,X
TOJZILS,O,O,X,O,X,O,O,O,O,X,X
TOJZISL,O,O,O,O,O,O,X,X,X,O,X
TOJZLIS,O,O,X,O,X,O,O,O,O,O,X
TOJZLSI,O,O,X,O,X,O,X,O,X,O,X
TOJZSIL,O,O,O,O,O,O,X,O,X,O,X
TOJZSLI,O,O,O,O,O,O,X,O,X,O,X
TOSILJZ,O,O,O,O,O,O,O,O,O,O,X
TOSILZJ,O,O,O,O,O,O,X,O,X,O,X
TOSIJLZ,O,X,O,O,O,O,O,O,O,O,X
TOSIJZL,O,O,O,O,O,O,X,O,X,O,X
TOSIZLJ,O,O,O,O,O,O,X,O,X,O,X
TOSIZJL,O,O,O,O,O,O,X,O,X,O,X
TOSLIJZ,O,O,O,O,O,O,O,O,O,O,X
TOSLIZJ,O,O,O,O,O,O,X,O,X,O,X
TOSLJIZ,O,O,O,O,O,O,O,O,O,O,X
TOSLJZI,O,O,O,O,O,O,X,O,X,O,X
TOSLZIJ,O,O,O,O,O,O,X,O,X,O,X
TOSLZJI,O,O,O,O,O,O,X,O,X,O,X
TOSJILZ,O,X,O,O,O,O,O,O,O,O,X
TOSJIZL,O,O,O,O,O,O,X,O,X,O,X
TOSJLIZ,O,O,O,O,O,O,O,O,O,O,X
TOSJLZI,O,O,O,O,O,O,X,O,X,O,X
TOSJZIL,O,O,O,O,O,O,X,O,X,O,X
TOSJZLI,O,O,O,O,O,O,X,O,X,O,X
TOSZILJ,O,O,O,O,O,O,X,O,X,O,X
TOSZIJL,O,O,O,O,O,O,X,O,X,O,X
TOSZLIJ,O,O,O,O,O,O,X,O,X,O,X
TOSZLJI,O,O,O,O,O,O,X,O,X,O,X
TOSZJIL,O,O,O,O,O,O,X,O,X,O,X
TOSZJLI,O,O,O,O,O,O,X,O,X,O,X
TOZILJS,O,O,X,O,X,O,O,O,O,X,X
TOZILSJ,O,O,X,O,X,O,X,X,X,X,X
TOZIJLS,O,O,X,O,X,O,O,O,O,X,X
TOZIJSL,O,O,O,O,O,O,X,X,X,O,X
TOZISLJ,O,O,O,O,O,O,X,X,X,O,X
TOZISJL,O,O,O,O,O,O,X,X,X,O,X
TOZLIJS,O,O,X,O,X,O,O,O,O,O,X
TOZLISJ,O,O,X,O,X,O,X,X,X,O,X
TOZLJIS,O,O,X,O,X,O,O,O,O,O,X
TOZLJSI,O,O,X,O,X,O,X,O,X,O,X
TOZLSIJ,O,O,X,O,X,O,X,O,X,O,X
TOZLSJI,O,O,X,O,X,O,X,O,X,O,X
TOZJILS,O,O,X,O,X,O,O,O,O,X,X
TOZJISL,O,O,O,O,O,O,X,X,X,O,X
TOZJLIS,O,O,X,O,X,O,O,O,O,O,X
TOZJLSI,O,O,X,O,X,O,X,O,X,O,X
TOZJSIL,O,O,O,O,O,O,X,O,X,O,X
TOZJSLI,O,O,O,O,O,O,X,O,X,O,X
TOZSILJ,O,O,O,O,O,O,X,O,X,O,X
TOZSIJL,O,O,O,O,O,O,X,O,X,O,X
TOZSLIJ,O,O,O,O,O,O,X,O,X,O,X
TOZSLJI,O,O,O,O,O,O,X,O,X,O,X
TOZSJIL,O,O,O,O,O,O,X,O,X,O,X
TOZSJLI,O,O,O,O,O,O,X,O,X,O,X
ITLJSZO,O,X,O,X,O,O,X,O,X,X,X
ITLJSOZ,O,X,O,X,O,O,O,O,O,X,X
ITLJZSO,O,X,X,X,X,O,X,O,X,X,X
ITLJZOS,O,X,X,X,X,O,O,O,O,X,X
ITLJOSZ,O,X,O,X,O,O,O,O,O,X,O
ITLJOZS,O,X,X,X,X,O,O,O,O,X,O
ITLSJZO,O,O,O,O,O,O,X,O,X,X,X
ITLSJOZ,O,O,O,O,O,O,O,O,O,X,X
ITLSZJO,O,O,O,O,O,O,X,O,X,X,X
ITLSZOJ,O,O,O,O,O,O,X,O,X,X,X
ITLSOJZ,O,O,O,O,O,O,O,O,O,X,X
ITLSOZJ,O,O,O,O,O,O,X,O,X,X,X
ITLZJSO,O,O,X,O,X,O,X,O,X,X,X
ITLZJOS,O,O,X,O,X,O,O,O,O,X,X
ITLZSJO,O,O,X,O,X,O,X,X,X,X,X
ITLZSOJ,O,O,X,O,X,O,X,X,X,X,X
ITLZOJS,O,O,X,O,X,O,O,X,O,X,X
ITLZOSJ,O,O,X,O,X,O,X,X,X,X,X
ITLOJSZ,O,X,O,X,O,O,O,O,O,X,O
ITLOJZS,O,X,X,X,X,O,O,O,O,X,O
ITLOSJZ,O,O,O,O,O,O,O,O,O,X,X
ITLOSZJ,O,O,O,O,O,O,X,O,X,X,X
ITLOZJS,O,O,X,O,X,O,O,O,O,X,X
ITLOZSJ,O,O,X,O,X,O,X,X,X,X,X
ITJLSZO,O,X,O,X,O,O,X,O,X,X,X
ITJLSOZ,O,X,O,X,O,O,O,O,O,X,X
ITJLZSO,O,X,X,X,X,O,X,O,X,X,X
ITJLZOS,O,X,X,X,X,O,O,O,O,X,X
ITJLOSZ,O,X,O,X,O,O,O,O,O,X,O
ITJLOZS,O,X,X,X,X,O,O,O,O,X,O
ITJSLZO,O,X,O,X,O,O,X,O,X,X,X
ITJSLOZ,O,X,O,X,O,O,O,O,O,X,X
ITJSZLO,O,X,O,X,O,O,X,O,X,X,X
ITJSZOL,O,X,O,X,O,O,X,O,X,X,X
ITJSOLZ,O,X,O,X,O,O,O,O,O,X,X
ITJSOZL,O,X,O,X,O,O,X,O,X,X,X
ITJZLSO,O,X,X,X,X,O,X,O,X,X,X
ITJZLOS,O,X,X,X,X,O,O,O,O,X,X
ITJZSLO,O,X,O,X,O,O,X,O,X,X,X
ITJZSOL,O,X,O,X,O,O,X,O,X,X,X
ITJZOLS,O,X,X,X,X,O,O,O,O,X,X
ITJZOSL,O,X,O,X,O,O,X,X,X,X,X
ITJOLSZ,O,X,O,X,O,O,O,O,O,X,O
ITJOLZS,O,X,X,X,X,O,O,O,O,X,O
ITJOSLZ,X,X,O,X,O,X,O,O,O,X,X
ITJOSZL,X,X,O,X,O,X,X,O,X,X,X
ITJOZLS,O,X,X,X,X,O,O,O,O,X,X
ITJOZSL,O,X,O,X,O,O,X,X,X,X,X
ITSLJZO,O,O,O,O,O,O,X,O,X,X,X
ITSLJOZ,O,O,O,O,O,O,O,O,O,X,X
ITSLZJO,O,O,O,O,O,O,X,O,X,X,X
ITSLZOJ,O,O,O,O,O,O,X,O,X,X,X
ITSLOJZ,O,O,O,O,O,O,O,O,O,X,X
ITSLOZJ,O,O,O,O,O,O,X,O,X,X,X
ITSJLZO,O,X,O,O,O,O,X,O,X,X,X
ITSJLOZ,O,X,O,O,O,O,O,O,O,X,X
ITSJZLO,O,O,O,O,O,O,X,O,X,X,X
ITSJZOL,O,O,O,O,O,O,X,O,X,X,X
ITSJOLZ,O,X,O,O,O,O,O,O,O,X,X
ITSJOZL,O,O,O,O,O,O,X,O,X,X,X
ITSZLJO,O,O,O,O,O,O,X,O,X,X,X
ITSZLOJ,O,O,O,O,O,O,X,O,X,X,X
ITSZJLO,O,O,O,O,O,O,X,O,X,X,X
ITSZJOL,O,O,O,O,O,O,X,O,X,X,X
ITSZOLJ,O,O,O,O,O,O,X,O,X,X,X
ITSZOJL,O,O,O,O,O,O,X,O,X,X,X
ITSOLJZ,O,O,O,O,O,O,O,O,O,X,X
ITSOLZJ,O,O,O,O,O,O,X,O,X,X,X
ITSOJLZ,O,X,O,O,O,O,O,O,O,X,X
ITSOJZL,O,O,O,O,O,O,X,O,X,X,X
ITSOZLJ,O,O,O,O,O,O,X,O,X,X,X
ITSOZJL,O,O,O,O,O,O,X,O,X,X,X
ITZLJSO,O,O,X,O,X,O,X,O,X,X,X
ITZLJOS,O,O,X,O,X,O,O,O,O,X,X
ITZLSJO,O,O,X,O,X,O,X,X,X,X,X
ITZLSOJ,O,O,X,O,X,O,X,X,X,X,X
ITZLOJS,O,O,X,O,X,O,O,X,O,X,X
ITZLOSJ,O,O,X,O,X,O,X,X,X,X,X
ITZJLSO,O,O,X,O,X,O,X,O,X,X,X
ITZJLOS,O,O,X,O,X,O,O,O,O,X,X
ITZJSLO,O,O,O,O,O,O,X,O,X,X,X
ITZJSOL,O,O,O,O,O,O,X,O,X,X,X
ITZJOLS,O,O,X,O,X,O,O,O,O,X,X
ITZJOSL,O,O,O,O,O,O,X,X,X,X,X
ITZSLJO,O,O,O,O,O,O,X,O,X,X,X
ITZSLOJ,O,O,O,O,O,O,X,X,X,X,X
ITZSJLO,O,O,O,O,O,O,X,O,X,X,X
ITZSJOL,O,O,O,O,O,O,X,O,X,X,X
ITZSOLJ,O,O,O,O,O,O,X,O,X,X,X
ITZSOJL,O,O,O,O,O,O,X,O,X,X,X
ITZOLJS,O,O,X,O,X,O,O,O,O,X,X
ITZOLSJ,O,O,X,O,X,O,X,X,X,X,X
ITZOJLS,O,O,X,O,X,O,O,O,O,X,X
ITZOJSL,O,O,O,O,O,O,X,X,X,X,X
ITZOSLJ,O,O,O,O,O,O,X,X,X,X,X
ITZOSJL,O,O,O,O,O,O,X,X,X,X,X
ITOLJSZ,O,X,O,X,O,O,O,O,O,X,O
ITOLJZS,O,X,X,X,X,O,O,O,O,X,O
ITOLSJZ,O,O,O,O,O,O,O,O,O,X,X
ITOLSZJ,X,O,O,O,O,X,X,O,X,X,X
ITOLZJS,O,O,X,O,X,O,O,O,O,X,X
ITOLZSJ,O,O,X,O,X,O,X,X,X,X,X
ITOJLSZ,O,X,O,X,O,O,O,O,O,X,O
ITOJLZS,O,X,X,X,X,O,O,O,O,X,O
ITOJSLZ,X,X,O,X,O,X,O,O,O,X,X
ITOJSZL,X,X,O,X,O,X,X,O,X,X,X
ITOJZLS,O,X,X,X,X,O,O,O,O,X,X
ITOJZSL,O,X,O,X,O,O,X,X,X,X,X
ITOSLJZ,X,O,O,O,O,X,O,O,O,X,X
ITOSLZJ,X,O,O,O,O,X,X,O,X,X,X
ITOSJLZ,X,X,O,O,O,X,O,O,O,X,X
ITOSJZL,X,O,O,O,O,X,X,O,X,X,X
ITOSZLJ,X,O,O,O,O,X,X,O,X,X,X
ITOSZJL,X,O,O,O,O,X,X,O,X,X,X
ITOZLJS,O,O,X,O,X,O,O,O,O,X,X
ITOZLSJ,O,O,X,O,X,O,X,X,X,X,X
ITOZJLS,O,O,X,O,X,O,O,O,O,X,X
ITOZJSL,O,O,O,O,O,O,X,X,X,X,X
ITOZSLJ,O,O,O,O,O,O,X,X,X,X,X
ITOZSJL,O,O,O,O,O,O,X,X,X,X,X
ILTJSZO,O,X,O,X,O,X,X,O,X,O,X
ILTJSOZ,O,X,O,X,O,X,O,O,O,O,X
ILTJZSO,O,X,X,X,X,X,X,O,X,O,X
ILTJZOS,O,X,X,X,X,X,O,O,O,X,X
ILTJOSZ,O,X,O,X,O,X,O,O,O,O,O
ILTJOZS,O,X,X,X,X,X,O,O,O,X,O
ILTSJZO,O,O,O,X,O,X,X,O,X,O,X
ILTSJOZ,O,O,O,X,O,X,O,O,O,O,X
ILTSZJO,O,O,O,X,O,X,X,O,X,O,X
ILTSZOJ,O,O,O,X,O,X,X,O,X,O,X
ILTSOJZ,O,O,O,X,O,X,O,O,O,O,X
ILTSOZJ,O,O,O,X,O,X,X,X,X,O,X
ILTZJSO,O,O,X,X,X,X,X,O,X,X,X
ILTZJOS,O,O,X,X,X,X,O,O,O,X,X
ILTZSJO,O,O,X,X,X,X,X,X,X,X,X
ILTZSOJ,O,O,X,X,X,X,X,X,X,X,X
ILTZOJS,O,O,X,X,X,X,O,X,O,X,X
ILTZOSJ,O,O,X,X,X,X,X,X,X,X,X
ILTOJSZ,O,X,O,X,O,X,O,O,O,O,O
ILTOJZS,O,X,X,X,X,X,O,O,O,O,O
ILTOSJZ,O,O,O,X,O,X,O,O,O,O,X
ILTOSZJ,O,O,O,X,O,X,X,O,X,O,X
ILTOZJS,O,O,X,X,X,X,O,O,O,O,X
ILTOZSJ,O,O,X,X,X,X,X,X,X,O,X
ILJTSZO,O,X,X,X,O,X,X,O,X,O,X
ILJTSOZ,O,X,X,X,O,X,O,O,O,O,X
ILJTZSO,O,X,X,X,X,X,X,O,X,O,X
ILJTZOS,O,X,X,X,X,X,O,O,O,X,X
ILJTOSZ,O,X,X,X,O,X,O,O,O,O,O
ILJTOZS,O,X,X,X,X,X,O,O,O,X,O
ILJSTZO,X,O,X,X,O,X,X,O,X,O,X
ILJSTOZ,O,O,O,X,O,X,X,O,O,O,X
ILJSZTO,X,O,X,X,O,X,X,O,X,O,X
ILJSZOT,O,O,O,X,X,X,X,O,X,O,X
ILJSOTZ,O,X,O,X,O,X,X,O,X,O,O
ILJSOZT,O,X,O,X,X,X,X,O,X,O,O
ILJZTSO,O,O,X,X,X,X,X,X,X,O,X
ILJZTOS,O,X,X,X,X,X,X,X,O,X,X
ILJZSTO,O,O,X,X,X,X,X,X,X,O,X
ILJZSOT,O,O,X,X,X,X,X,X,X,O,X
ILJZOTS,O,X,X,X,X,X,X,X,X,X,O
ILJZOST,O,O,X,X,X,X,X,X,X,X,O
